College_Name,State,Stream,UG_fee,PG_fee,Rating,Academic,Accommodation,Faculty,Infrastructure,Placement,Social_Life,Placement_Rate,Avg_Package,,,Courses_Offered
"Ranchi University, Ranchi ",Jharkhand,Arts,"2,850","2,350",7.5,7.9,6.8,8,8.3,6.2,7.8,,800000,97,,
St. Xavier's College ,Jharkhand,Arts,"24,300","32,300",8,8.5,7.5,8.3,8.4,6.9,8.2,,1000000,85,,
Central University of Jharkhand ,Jharkhand,Arts,"22,320","23,720",7.5,8.3,7.5,8.5,7.2,5.3,8.1,,400000,91,,
"Sai Nath University, Ranchi ",Jharkhand,Arts,"58,000",--,6.8,7.4,6.7,6.8,6.9,6.9,6.3,,1000000,96,,
"Ranchi Women's College, Ranchi ",Jharkhand,Arts,"2,350","2,850",7.4,8,7,8.1,7.1,6.9,7.5,,1400000,90,,
"Nirmala College, Ranchi ",Jharkhand,Arts,"16,500",--,8.5,9.2,8.1,8.9,8.7,7.3,8.8,,1100000,97,,
Doranda College ,Jharkhand,Arts,--,--,6.3,6.8,5.3,7.3,6.7,5,6.5,,1100000,96,,
"Marwari College, Ranchi ",Jharkhand,Arts,"7,455",--,6.9,8.1,5.2,7.9,6.8,6.9,6.7,,1200000,85,,
Indian Institute of Management ,Jharkhand,Arts,--,--,9,8.8,8.9,9.4,8.3,9.3,9.5,,900000,99,,
YBN University ,Jharkhand,Arts,"25,600","1,01,650",8.2,8.5,7.5,8.5,8,8.3,8.4,,900000,88,,
"RKDF University, Ranchi ",Jharkhand,Arts,"30,000","40,000",--,--,--,--,--,--,--,,500000,96,,
Nilamber Pitamber University ,Jharkhand,Arts,--,--,8.5,9,7.7,8.6,8.7,8.3,8.6,,600000,99,,
Netaji Subhas University ,Jharkhand,Arts,"40,000","30,000",9,9.5,9.4,8.7,9.2,8.5,8.7,,700000,98,,
Radha Govind University ,Jharkhand,Arts,"20,000","10,000",8.6,8.9,8,8.7,8.9,8.4,8.5,,700000,89,,
National Institute of Foundry & Forge Technology ,Jharkhand,Arts,"33,400",--,8.4,8.1,7.9,8.5,8.4,8.8,8.4,,1100000,95,,
"Arka Jain University, Jamshedpur ",Jharkhand,Arts,"3,00,000","53,000",8.1,8.1,7.7,8.1,8,7.5,9,,400000,92,,
"Amity University, Ranchi ",Jharkhand,Arts,"71,000",--,7.8,8.2,7.5,8.5,7.2,7,8.2,,1300000,99,,
Usha Martin University ,Jharkhand,Arts,"1,06,000","33,000",7.6,8.5,6.5,8.8,6.8,7.9,7.1,,700000,88,,
"ICFAI University, Ranchi ",Jharkhand,Arts,"40,000",--,7.2,7.8,6.1,8.6,6.4,6.7,7.4,,1400000,87,,
Sarala Birla University ,Jharkhand,Arts,"47,300","40,800",8.5,8.6,8.3,8.4,8.8,8.4,8.2,,1400000,86,,
Capital University ,Jharkhand,Arts,"1,10,000",--,8.2,8.3,8.1,8,8.3,8.1,8.1,,1400000,88,,
Ramchandra Chandravansi University ,Jharkhand,Arts,"25,000",--,5.7,7,--,--,6,4,--,,700000,95,,
"Coxtan Administrative & Management College, Dhanbad ",Jharkhand,Arts,"12,000","18,000",--,--,--,--,--,--,--,,400000,94,,
"Annada College, Hazaribagh ",Jharkhand,Arts,"4,720",--,6.9,8.1,5.3,7.4,7.3,6.2,7.2,,600000,98,,
"B.S.K. College, Barharwa, Sahibganj ",Jharkhand,Arts,--,--,6.8,8.2,5.8,8.3,7,4.2,7.5,,800000,97,,
"Chatra College, Chatra ",Jharkhand,Arts,--,--,5,2,6,6,2,8,6,,900000,88,,
"Gossner College, Ranchi ",Jharkhand,Arts,"8,450","30,420",7.2,7.8,6.3,8.2,7.6,5.8,7.4,,1200000,97,,
Jagannath Jain College ,Jharkhand,Arts,568,--,7.6,8.8,6.4,8.8,8.6,4.8,8.4,,1200000,94,,
"Jamshedpur Women's College, Jamshedpur ",Jharkhand,Arts,"2,680","4,450",7.4,7.8,7.4,7.6,7.3,7.2,6.9,,1200000,89,,
Indian Institute of Technology ,Himachal pradesh,Arts,"23,500","23,500",7.8,7.8,8,7.7,7.5,7.5,8.1,,1400000,97,,
"Faculty of Management Sciences and Liberal Arts, ",Himachal pradesh,Arts,"1,11,100","1,51,500",8.9,8.4,8.3,9.3,8.9,9,9.5,,400000,91,,
"St Bede's College, Shimla ",Himachal pradesh,Arts,"25,350","34,450",7.9,8.3,8.3,7.7,8.5,7.1,7.6,,1200000,93,,
Indus International University ,Himachal pradesh,Arts,"42,000","38,000",6.8,8,7,7,6,7,6,,1100000,86,,
Jaypee University of Information Technology ,Himachal pradesh,Arts,"50,000",--,7.9,8,8.4,7,8.7,7.9,7.6,,500000,89,,
"Shoolini University, Solan ",Himachal pradesh,Arts,"1,11,100","94,556",8.3,8.4,7.6,8.4,8.6,8.3,8.7,,1400000,95,,
Eternal University ,Himachal pradesh,Arts,"73,000","40,000",7.5,7.4,7.1,7.8,8.2,7.1,7.4,,400000,94,,
Abhilashi University ,Himachal pradesh,Arts,"60,000","40,000",8.4,8.9,8.3,8.4,8.6,8.1,8.1,,400000,93,,
IEC University Baddi ,Himachal pradesh,Arts,"28,600","33,600",7.6,7.5,7.5,7.4,7.7,8,7.5,,900000,96,,
Career Point University ,Himachal pradesh,Arts,"65,000","20,000",7.5,7.5,7.4,7,7.6,6.6,8.6,,1200000,98,,
Sri Sai University ,Himachal pradesh,Arts,"35,000","10,000",7.4,7.3,6.3,8.2,7.7,6.8,8,,1000000,97,,
"Arni University, Kangra ",Himachal pradesh,Arts,"25,000","20,000",8,8.2,7.4,8.1,8.4,7.7,8.4,,800000,87,,
Bahra University ,Himachal pradesh,Arts,"60,000",--,7.6,7.8,7.5,8,7.7,7,7.6,,1400000,85,,
"AP Goyal Shimla University, Shimla ",Himachal pradesh,Arts,"60,000",--,7.4,7,6.8,7.7,8,7.5,7.3,,500000,86,,
Maharaja Agrasen University ,Himachal pradesh,Arts,--,--,7.5,7.7,7.5,7.6,8.7,7,6.2,,400000,98,,
Manav Bharti University ,Himachal pradesh,Arts,"25,000","36,000",6.2,5.3,4.7,6.7,7,6.3,7,,500000,90,,
"Akal College of Economics, Commerce and Management, ",Himachal pradesh,Arts,"73,000",--,--,--,--,--,--,--,--,,400000,89,,
Baba Balak Nath Post Graduate College ,Himachal pradesh,Arts,"2,955",--,8,--,--,--,--,--,--,,600000,85,,
"GGDSD College, Palampur ",Himachal pradesh,Arts,"15,190",--,--,--,--,--,--,--,--,,900000,85,,
"Government Post Graduate College, Una ",Himachal pradesh,Arts,"4,219",--,8.6,9,8.3,8.3,9.5,7.5,8.7,,1100000,95,,
"Lal Bahadur Shastri Government Degree College, Shimla ",Himachal pradesh,Arts,--,--,--,--,--,--,--,--,--,,600000,88,,
"MP Govt College, Una ",Himachal pradesh,Arts,"3,125",--,4.5,5,3,7,5,3,4,,1300000,96,,
"Pandit Sant Ram Government College, Kangra ",Himachal pradesh,Arts,"2,144",--,7.8,9,7,9,7.7,5.3,8.5,,1200000,99,,
"Vallabh Government College, Mandi ",Himachal pradesh,Arts,"2,160",--,7,8.4,6.7,8.1,6.9,3.8,8,,1300000,88,,
Deer Park Institute ,Himachal pradesh,Arts,--,--,9.2,9,9,--,--,--,--,,800000,99,,
"KLB DAV College for Girls, Kangra ",Himachal pradesh,Arts,--,--,--,--,--,--,--,--,--,,1000000,90,,
Himachal Pradesh University ,Himachal pradesh,Arts,"5,800","6,480",7.2,7.7,6.7,7.7,7.3,6.1,7.7,,1100000,90,,
Swami Vivekanand Government College ,Himachal pradesh,Arts,"2,434",--,8.1,8.7,8,9.5,8.3,5,9,,600000,94,,
"Government College, Kangra ",Himachal pradesh,Arts,"2,850",--,7.2,7.8,6.8,8,7.4,5.5,7.5,,500000,98,,
"Government Post Graduate College, Chamba ",Himachal pradesh,Arts,"1,576","1,586",5.8,7.6,4.8,7.3,7,4,4.3,,500000,90,,
"Government Degree College, Srinagar ",Jammu,Arts,--,--,7.1,7.7,6.9,7.6,7,5.7,7.8,,800000,85,,
Shri Mata Vaishno Devi University ,Jammu,Arts,"81,750","92,750",7.6,7.5,7.9,7,8.3,6.7,8.3,,400000,94,,
Central Institute of Temperate Horticultural ,Jammu,Arts,--,--,--,--,--,--,--,--,--,,500000,93,,
"University of Jammu, Jammu ",Jammu,Arts,--,--,6.6,7.5,6.8,7.4,7.6,4.9,5.6,,1200000,95,,
Indian Institute of Technology ,Jammu,Arts,"40,750",--,8.3,8.9,8.8,8,7.8,7.6,8.6,,1000000,91,,
Islamic University of Science and Technology ,Jammu,Arts,"52,200","36,200",7.4,8.4,6.9,8.2,8,5.5,7.2,,900000,91,,
"Amar Singh Government Degree College, Srinagar ",Jammu,Arts,--,--,7.1,8.2,6.2,8.6,7.6,5.2,6.9,,1200000,95,,
Government College for Women ,Jammu,Arts,"28,560",--,7.5,8.6,7.8,8.4,8.2,3.7,8.1,,1000000,91,,
"Government College for Women, Srinagar ",Jammu,Arts,"4,382",--,6.8,7,7,7,8,3.5,8.5,,1400000,86,,
"Government Degree College, Jammu ",Jammu,Arts,"7,290",--,7,8,6.3,7.8,8,4.1,7.8,,800000,86,,
"Government Degree College for Boys, Anantnag ",Jammu,Arts,--,--,6.1,6.9,5.1,6.6,6.9,4.6,6.2,,1200000,90,,
"Government Degree College for Boys, Udhampur ",Jammu,Arts,"6,170",--,6.6,6.7,5.7,7,6.7,5.3,8,,900000,91,,
"Government Degree College for Women, Anantnag ",Jammu,Arts,"2,530",--,8,9,6,9,9,7,8,,900000,87,,
"Government MAM College, Jammu ",Jammu,Arts,"5,028",--,7.1,7.4,6.3,8.3,7,5.1,8.4,,1400000,97,,
"Jamia Tul Banat Saifni, Srinagar ",Jammu,Arts,"43,000",--,--,--,--,--,--,--,--,,700000,88,,
"Swami Vishwatamanand Saraswati Degree College, Rajauri ",Jammu,Arts,--,--,8.8,8,9,9,9,9,9,,400000,98,,
"Government Degree College, Doda ",Jammu,Arts,--,--,6.7,--,--,--,--,--,--,,800000,96,,
"Government Degree College, Kathua ",Jammu,Arts,--,--,6.3,7,6.1,7.3,6.4,4.9,6.3,,1400000,87,,
"Baba Farid College of Education, Kathua ",Jammu,Arts,"36,500","31,300",--,--,--,--,--,--,--,,1200000,91,,
Bhargava Degree College ,Jammu,Arts,--,--,--,--,--,--,--,--,--,,1100000,91,,
Baba Ghulam Shah Badshah University ,Jammu,Arts,"67,500","1,08,750",7.2,7.9,7.6,7.4,7.1,5.9,7.1,,1100000,88,,
"Central University of Jammu, Jammu ",Jammu,Arts,"26,050","11,715",8.2,8.4,7.8,8.5,8.6,7.3,8.5,,800000,97,,
Central University of Kashmir ,Jammu,Arts,"3,000","12,900",7.8,8.2,7.8,8.4,7.2,7.4,7.6,,1200000,91,,
University of Kashmir ,Jammu,Arts,"9,350","4,750",6.7,7,6.9,7.1,7.2,5.1,6.8,,600000,89,,
"Govt. Gandhi Memorial Science College, Jammu ",Jammu,Arts,--,--,6.7,7.3,6.1,7.9,6.8,4.2,7.6,,600000,85,,
"Gandhi Memorial College, Srinagar ",Jammu,Arts,--,--,5.6,6.7,4.4,7.9,5.7,3.3,5.6,,400000,94,,
"Government Degree College, Baramulla ",Jammu,Arts,"2,644",--,7.4,8.2,6.4,8.4,8,6.3,7.3,,1200000,88,,
Government Degree College ,Jammu,Arts,--,--,7.2,8.4,5.4,8.4,8.4,4.7,7.9,,900000,91,,
Government Degree College Pulwama ,Jammu,Arts,"2,450",--,6.8,6.5,6,8,6.5,6.6,7.4,,500000,97,,
"Islamia College of Science and Commerce, Srinagar ",Jammu,Arts,"12,185",--,7.3,8.1,7.2,7.8,7.7,5.7,7.5,,1100000,99,,
Mehr Chand Mahajan Dayanand Anglo Vedic College ,Chandigarh,Arts,"20,040","20,060",8.2,8.4,8,8.5,8.2,7.6,8.4,,1200000,86,,
DAV College ,Chandigarh,Arts,"37,430","20,250",8,8.4,7.4,8.3,8,6.8,8.8,,1200000,86,,
"Post Graduate Government College for Girls, Chandigarh ",Chandigarh,Arts,"16,670","22,000",8.1,8.6,8.4,8.9,8.2,6.1,8.5,,500000,85,,
"Post Graduate Government College, Chandigarh ",Chandigarh,Arts,"16,670","18,400",7.7,8.4,7.3,8.4,7.4,6.5,7.9,,500000,86,,
Panjab University ,Chandigarh,Arts,"8,100","8,100",7.7,8.2,7.7,8,7.7,6.5,8.2,,1000000,94,,
"Government Home Science College, Chandigarh ",Chandigarh,Arts,"27,731",--,9.1,8.7,9.3,9.3,8.7,8.7,9.7,,1400000,98,,
"University School of Business, Chandigarh University ",Chandigarh,Arts,"70,000",--,9.1,9.1,8.8,9.1,9.2,9.3,8.9,,700000,92,,
Goswami Ganesh Dutt Sanatan Dharama College ,Chandigarh,Arts,"23,500",--,8.1,8.6,7.6,8.5,8.1,7.1,8.8,,400000,95,,
"Guru Gobind Singh College for Women, Chandigarh ",Chandigarh,Arts,"37,396","12,787",6.5,7.5,5.5,8.3,6,3.7,8,,1100000,92,,
"Dev Samaj College for Women, Chandigarh ",Chandigarh,Arts,"17,350","19,880",8.3,8.3,8.7,9.4,8.3,6.5,8.4,,500000,92,,
Indian National Portage Association ,Chandigarh,Arts,"6,000","2,000",--,--,--,--,--,--,--,,600000,99,,
Regional Institute of English ,Chandigarh,Arts,"20,267","1,450",8.7,9,9,--,--,--,--,,800000,85,,
"Pracheen Kala Kendra, Chandigarh ",Chandigarh,Arts,--,--,9.1,9.7,9,9.3,9.3,8.4,8.8,,600000,85,,
"Institute of Fine Arts, Chandigarh ",Chandigarh,Arts,"62,000","72,000",8,8.3,7.7,8.7,8,6,9,,1000000,96,,
"Dev Samaj College of Education, Chandigarh ",Chandigarh,Arts,--,--,8.9,9,8,9.5,8.5,9,9.5,,1000000,94,,
Swami Vivekanand College of Education ,Chandigarh,Arts,"24,000",--,9.3,--,--,--,--,--,--,,500000,88,,
"Artex Informatic Solutions, Chandigarh ",Chandigarh,Arts,--,--,--,--,--,--,--,--,--,,1000000,90,,
Sri Guru Gobind Singh College ,Chandigarh,Arts,"20,425","20,250",7.9,8.3,7.5,8.6,7.5,6.8,8.4,,1400000,92,,
"PG Government College for Girls, Chandigarh ",Chandigarh,Arts,"21,985","20,250",8.1,7.7,7.4,8.9,8.3,8.2,8,,900000,97,,
Indian Institute of Fashion & Design ,Chandigarh,Arts,"1,44,000",--,8.4,8,8.4,8.7,8.3,8.6,8.4,,1300000,86,,
"University School of Open Learning, Panjab University ",Chandigarh,Arts,"16,190","17,450",7.8,8.6,6.5,8.6,7.9,7.2,8.2,,1200000,97,,
"Institute of Distance & Online Learning, Chandigarh ",Chandigarh,Arts,"19,600","22,400",--,--,--,--,--,--,--,,1200000,87,,
"Government College of Arts, Chandigarh ",Chandigarh,Arts,"7,130","9,780",7.7,--,--,7,--,6,--,,500000,90,,
Government Polytechnic for Women ,Chandigarh,Arts,"7,225",--,--,--,--,--,--,--,--,,1000000,94,,
Swami Vivekanand College of Management and Technology ,Chandigarh,Arts,"10,000",--,8.3,9,8,--,8,8,--,,800000,88,,
Swami Vivekanand Group Of Institutes ,Chandigarh,Arts,"30,000","30,000",8.5,9,7.8,--,9,8.1,--,,900000,96,,
Institute of Hotel Management Catering Technology and ,Assam,Hotel-management,"1,10,250",--,8,8.1,7.6,8.5,8,8.5,7.4,,400000,86,,
Royal Global University ,Assam,Hotel-management,"90,000","67,000",7.6,7.8,6.6,8,9,6.5,7.7,,1000000,91,,
Assam Down Town University ,Assam,Hotel-management,"1,00,000","90,000",8.2,8.4,7.6,8.4,8.2,7.8,8.6,,900000,88,,
"Jagiroad College, Marigaon ",Assam,Hotel-management,--,--,8,8.4,7.9,8.2,8.1,6.9,8.2,,700000,92,,
"Sibsagar Commerce College, Sibsagar ",Assam,Hotel-management,500,--,7.1,7.5,5.5,8,7.5,6.5,7.3,,400000,92,,
Third Eye College ,Assam,Hotel-management,--,--,7.4,9,4,9,9,6,7.5,,1200000,91,,
AIHM Institute of tourism and hotel management ,Assam,Hotel-management,"30,000",--,--,--,--,--,--,--,--,,700000,94,,
Furkating College ,Assam,Hotel-management,--,--,--,--,--,--,--,--,--,,500000,93,,
Institute of Advanced Management ,Assam,Hotel-management,"1,30,000","70,000",--,--,--,--,--,--,--,,1100000,88,,
"Jettwings Group of Institutes, Guwahati ",Assam,Hotel-management,"1,01,000","1,76,000",--,--,--,--,--,--,--,,500000,91,,
"CEC, Guwahati ",Assam,Hotel-management,"15,000",--,--,--,--,--,--,--,--,,800000,94,,
Institute of Hotel Management ,Bihar,Hotel-management,"46,040","17,960",8.8,9.4,7.8,8.7,8.8,9.1,8.7,,1400000,94,,
"Admerit College, Patna ",Bihar,Hotel-management,"21,000",--,7.7,9,5.7,9.3,7.3,8.3,6.3,,900000,99,,
"Patliputra University, Patna ",Bihar,Hotel-management,--,--,7.7,7.8,7.4,8.3,7.7,7,7.7,,1400000,96,,
Institute of Hotel Management ,Bihar,Hotel-management,"1,09,950","45,000",--,--,--,--,--,--,--,,1100000,85,,
"K.K. University, Nalanda ",Bihar,Hotel-management,--,--,8.6,7,--,--,--,--,--,,1400000,88,,
"Dr. Zakir Husain Institute, Patna ",Bihar,Hotel-management,"41,500",--,--,--,--,--,--,--,--,,400000,86,,
"Patna Institute of Nursing and Paramedical Science, ",Bihar,Hotel-management,--,--,--,--,--,--,--,--,--,,400000,93,,
Shri Rawatpura Sarkar University ,Chhattisgarh,Hotel-management,"30,700","50,000",8.5,9,8,8.5,8.5,8.5,8.5,,700000,89,,
Maharishi University of Management and Technology Bilaspur ,Chhattisgarh,Hotel-management,"20,000",--,6.4,7.5,7,6,7.5,5.3,5,,800000,87,,
"Government DB Girl's Post Graduate College, Raipur ",Chhattisgarh,Hotel-management,"1,630",--,3.9,6,--,4,4,2.5,3,,1200000,88,,
"Korba Computer College, Korba ",Chhattisgarh,Hotel-management,--,--,--,--,--,--,--,--,--,,1400000,90,,
"Bilaspur University- [BU], Bilaspur ",Chhattisgarh,Hotel-management,"33,410",--,6.9,7.5,5.6,7.7,6.8,6.5,7.5,,1000000,94,,
Birla Institute of Technology ,Jharkhand,Hotel-management,"1,88,000",--,8.1,8.3,7.6,7.9,8.3,8.1,8.4,,1000000,85,,
YBN University ,Jharkhand,Hotel-management,"49,600","36,600",8.2,8.5,7.5,8.5,8,8.3,8.4,,1100000,91,,
"RKDF University, Ranchi ",Jharkhand,Hotel-management,"1,00,000","20,000",--,--,--,--,--,--,--,,800000,92,,
Radha Govind University ,Jharkhand,Hotel-management,"63,000",--,8.6,8.9,8,8.7,8.9,8.4,8.5,,800000,91,,
"Institute of Management Studies, Ranchi University ",Jharkhand,Hotel-management,"60,000",--,8.1,8.6,6.8,8.6,7.8,8,8.8,,400000,91,,
Institute of Science and Management ,Jharkhand,Hotel-management,"2,80,000",--,8.5,8.8,7.5,8.8,9.2,8.2,8.5,,1200000,93,,
Capital University ,Jharkhand,Hotel-management,--,--,8.2,8.3,8.1,8,8.3,8.1,8.1,,900000,97,,
Institute of Hotel Management ,Jharkhand,Hotel-management,"1,12,500","44,000",--,--,--,--,--,--,--,,1200000,88,,
"NIPS School of Hotel Management, Ranchi ",Jharkhand,Hotel-management,--,--,--,--,--,--,--,--,--,,600000,98,,
Institute of Hotel Management Catering and Nutrition ,Himachal pradesh,Hotel-management,"36,650","1,06,900",8.2,8.4,7.6,8.7,8.3,8.5,7.9,,800000,91,,
Heritage Institute of Hotel and Tourism ,Himachal pradesh,Hotel-management,"3,30,000","90,000",8.8,8.7,9.3,9,8,9,9,,500000,93,,
"Faculty of Management Sciences and Liberal Arts, ",Himachal pradesh,Hotel-management,"1,57,460",--,8.9,8.4,8.3,9.3,8.9,9,9.5,,1300000,99,,
Indus International University ,Himachal pradesh,Hotel-management,"90,000",--,6.8,8,7,7,6,7,6,,800000,89,,
Chaudhary Sarwan Kumar Himachal Pradesh Krishi Vishvavidyalaya ,Himachal pradesh,Hotel-management,"66,376",--,8.7,9.2,8.4,8.7,8.8,8.4,8.7,,1100000,86,,
"Shoolini University, Solan ",Himachal pradesh,Hotel-management,"1,57,460",--,8.3,8.4,7.6,8.4,8.6,8.3,8.7,,1400000,99,,
Maharishi Markandeshwar ,Himachal pradesh,Hotel-management,"85,500","43,500",8.6,9,8.2,8.9,8.2,8.4,8.9,,500000,89,,
Baddi University of Emerging Sciences and Technologies ,Himachal pradesh,Hotel-management,"60,847",--,7.1,6.7,6.9,7.2,7.3,7,7.7,,1100000,88,,
IEC University Baddi ,Himachal pradesh,Hotel-management,"43,600","43,600",7.6,7.5,7.5,7.4,7.7,8,7.5,,700000,92,,
Career Point University ,Himachal pradesh,Hotel-management,"41,000","63,000",7.5,7.5,7.4,7,7.6,6.6,8.6,,1300000,99,,
Sri Sai University ,Himachal pradesh,Hotel-management,"60,000",--,7.4,7.3,6.3,8.2,7.7,6.8,8,,1300000,89,,
"Arni University, Kangra ",Himachal pradesh,Hotel-management,"65,000",--,8,8.2,7.4,8.1,8.4,7.7,8.4,,400000,93,,
Bahra University ,Himachal pradesh,Hotel-management,"69,650",--,7.6,7.8,7.5,8,7.7,7,7.6,,800000,93,,
Maharaja Agrasen University ,Himachal pradesh,Hotel-management,"70,000","35,000",7.5,7.7,7.5,7.6,8.7,7,6.2,,400000,87,,
Himachal Institute of Engineering and Technology ,Himachal pradesh,Hotel-management,"67,500",--,7.5,8.7,6.2,7.8,7.4,6.6,8,,1000000,97,,
"Chitkara University, Solan ",Himachal pradesh,Hotel-management,"1,10,000",--,8.2,8.2,7.5,8.2,8.4,8.8,8.3,,1100000,94,,
"Bells Institute of Management & Technology, Shimla ",Himachal pradesh,Hotel-management,"60,000",--,6.8,8,8,6,8,4,7,,600000,99,,
Arni School of Hospitality and Tourism Management ,Himachal pradesh,Hotel-management,"62,000",--,--,--,--,--,--,--,--,,600000,90,,
College of Basic Sciences ,Himachal pradesh,Hotel-management,"53,676",--,--,--,--,--,--,--,--,,1000000,90,,
State Institute of Hotel Management Catering Technology ,Himachal pradesh,Hotel-management,"1,06,900",--,9.1,--,--,--,--,--,--,,700000,88,,
Himachal Pradesh Technical University ,Himachal pradesh,Hotel-management,--,--,8.2,8.3,7.5,8.5,8.4,8.1,8.4,,600000,95,,
Himachal Pradesh University ,Himachal pradesh,Hotel-management,--,--,7.2,7.7,6.7,7.7,7.3,6.1,7.7,,1100000,97,,
"SHEDS College of Hospitality Management, Solan ",Himachal pradesh,Hotel-management,--,--,--,--,--,--,--,--,--,,600000,94,,
"KC Group of Institutions, Una ",Himachal pradesh,Hotel-management,--,--,--,--,--,--,--,--,--,,1000000,87,,
Institute of Hotel Management Catering Technology and ,Jammu,Hotel-management,"1,06,900",--,7.2,7,8,7.8,8,7,5.3,,500000,85,,
"Government College for Women, Srinagar ",Jammu,Hotel-management,"5,000",--,6.8,7,7,7,8,3.5,8.5,,1400000,96,,
Baba Ghulam Shah Badshah University ,Jammu,Hotel-management,"12,000",--,7.2,7.9,7.6,7.4,7.1,5.9,7.1,,1400000,91,,
Central University of Kashmir ,Jammu,Hotel-management,"30,000",--,7.8,8.2,7.8,8.4,7.2,7.4,7.6,,400000,99,,
Dr.Ambedkar Institute of Hotel Management Catering and ,Chandigarh,Hotel-management,"1,22,460","29,770",8.4,8.8,7.7,8.8,8.4,8.7,7.7,,900000,99,,
Chandigarh Institute of Hotel Management and Catering ,Chandigarh,Hotel-management,"3,00,000","29,900",8.3,8.8,8.3,7.9,8.9,8.7,7,,1100000,89,,
"Chitkara School of Hospitality -[CSH], Chandigarh ",Chandigarh,Hotel-management,"1,07,020",--,8.4,8.7,7,9,8.3,8.7,8.5,,400000,98,,
Hotel & Catering Management Institute ,Chandigarh,Hotel-management,"94,000","94,000",--,--,--,--,--,--,--,,1300000,94,,
Panjab University ,Chandigarh,Hotel-management,--,--,7.7,8.2,7.7,8,7.7,6.5,8.2,,1200000,99,,
"IITT Institutions, Chandigarh ",Chandigarh,Hotel-management,"50,850","50,000",--,--,--,--,--,--,--,,600000,91,,
Indira Gandhi Institute of Aeronautics ,Chandigarh,Hotel-management,--,--,8.8,--,--,--,--,--,--,,600000,85,,
"UEI Global, Chandigarh ",Chandigarh,Hotel-management,"3,26,000","1,48,000",8.3,8.2,8.3,8.3,8.5,8.5,8.2,,700000,92,,
Swami Vivekanand Group Of Institutes ,Chandigarh,Hotel-management,"50,000",--,8.5,9,7.8,--,9,8.1,--,,1400000,87,,
Assam Agricultural University ,Assam,Agriculture,"13,150","19,590",8.1,8.3,7.6,8.3,8.5,7.6,8.2,,400000,91,,
"Dibrugarh University, Dibrugarh ",Assam,Agriculture,"32,380",--,7.8,7.9,7.7,8,8.4,6.5,8.2,,1200000,96,,
Institute of Hotel Management Catering Technology and ,Assam,Agriculture,--,--,8,8.1,7.6,8.5,8,8.5,7.4,,1400000,87,,
Tezpur University ,Assam,Agriculture,"32,377",--,8,8.2,8,7.9,8.8,6.7,8.5,,600000,98,,
Royal Global University ,Assam,Agriculture,"47,000",--,7.6,7.8,6.6,8,9,6.5,7.7,,1300000,87,,
Gauhati University ,Assam,Agriculture,"63,000",--,8.2,8.4,7.5,8.7,8.4,7.2,8.7,,700000,94,,
Central Institute of Technology ,Assam,Agriculture,"70,200",--,7,7.4,5.5,7.7,8.2,5.3,8,,400000,93,,
"Bahona College, Jorhat ",Assam,Agriculture,--,--,8.3,8.7,8,8.7,8.3,8.3,7.7,,700000,97,,
"Birjhora Kanya Mahavidyalaya, Bongaigaon ",Assam,Agriculture,--,--,--,--,--,--,--,--,--,,400000,86,,
"Madhab Choudhury College, Barpeta ",Assam,Agriculture,"1,500",--,9.2,9.5,9,9.5,9,9,9,,800000,98,,
Tyagbir Hem Baruah College ,Assam,Agriculture,--,--,--,--,--,--,--,--,--,,800000,88,,
Krishna Kanta Handiqui State Open University ,Assam,Agriculture,"4,535",--,7.6,8.2,7.2,8.6,7.4,6.8,7.6,,1400000,90,,
"Cotton University, Guwahati ",Assam,Agriculture,"7,450","35,220",7.7,8.4,7.1,8.3,7.6,6.1,8.5,,1000000,98,,
"Pub Kamrup College, Kamrup ",Assam,Agriculture,--,--,7.4,8,6.3,8.2,8.5,5.4,8,,1100000,87,,
"North Lakhimpur College, Lakhimpur ",Assam,Agriculture,--,--,7,7.7,6.5,7.3,7.6,5.4,7.4,,700000,96,,
"Dr. Rajendra Prasad Central Agricultural University, Samastipur ",Bihar,Agriculture,"29,100","23,440",7.1,7.5,7.1,7.6,7.6,6.3,6.4,,1000000,94,,
Bihar Agricultural University ,Bihar,Agriculture,"13,000","11,620",8.3,8.5,7.8,8.6,8.4,8.2,8.4,,700000,98,,
"Tirhut College of Agriculture, Muzaffarpur ",Bihar,Agriculture,"25,010",--,5.6,7,6,5.7,4.7,5.7,4.3,,600000,94,,
Aryabhatta Knowledge University ,Bihar,Agriculture,--,--,8,8.7,7.1,8.1,8.3,7.6,8.1,,900000,91,,
"Sandip University, Madhuban ",Bihar,Agriculture,"1,30,000",--,8.4,8.2,9,8.6,7.6,8.2,8.5,,700000,91,,
Patna University ,Bihar,Agriculture,"15,000",--,7,7.6,6.2,8.2,7.3,5.1,7.4,,600000,99,,
Gopal Narayan Singh University ,Bihar,Agriculture,"1,00,000","80,000",8.5,8.6,8.6,8.2,8.9,8.1,8.4,,1200000,89,,
Nalanda Open University ,Bihar,Agriculture,"1,650",--,7.3,9,5.8,8.3,7.2,5.4,7.8,,800000,87,,
Dr. C.V. Raman University ,Bihar,Agriculture,"60,000","25,000",--,--,--,--,--,--,--,,1000000,86,,
"H.D. Jain College, Arrah ",Bihar,Agriculture,"1,000",--,7,8.1,5.7,7.7,6.7,6.4,7.1,,900000,99,,
"M.V. College, Buxar ",Bihar,Agriculture,"1,000",--,6.5,6.3,4.8,7.9,6.8,5.5,7.7,,1300000,99,,
